============================================================
ADAPTIVE WALL + AGGRESSION BACKTEST
============================================================

Regime Detection: 300 bar lookback
Choppy Mode: PT/SL = 10/5 ticks
Trend Mode:  PT/SL = 20/8 ticks
Trend filters: Only trade WITH the trend

============================================================
Backtesting 2025-10-10...
============================================================
  Processing 58354 bars...

  [choppy       ] ENTER SHORT: choppy_breakout_ask@25322.25 @ 25316.75 | PT/SL: 10/5
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24808.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24809.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24825.00 @ 24836.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24838.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24890.00 @ 24882.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24883.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24865.00 @ 24874.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24872.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24824.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24825.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24830.00 @ 24835.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24837.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24828.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24830.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24825.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24822.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24822.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24823.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24827.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24824.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24819.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24816.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24792.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24793.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24765.75 @ 24764.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24762.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24750.00 @ 24756.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24758.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24765.75 @ 24766.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24763.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24700.00 @ 24708.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24706.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24700.00 @ 24699.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24700.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24740.00 @ 24735.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24733.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24720.00 @ 24722.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24719.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24680.00 @ 24684.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24682.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24700.00 @ 24688.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24689.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24700.00 @ 24703.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24701.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24720.00 @ 24718.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24720.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24750.00 @ 24757.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24758.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24750.00 @ 24754.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24755.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24750.00 @ 24757.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24758.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24750.00 @ 24758.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24759.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24765.75 @ 24765.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24762.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24780.00 @ 24775.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24776.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24726.25 @ 24733.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24731.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24750.00 @ 24737.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24739.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24750.00 @ 24747.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24748.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24744.50 @ 24734.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24732.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24720.00 @ 24722.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24724.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24720.00 @ 24728.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24725.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24700.00 @ 24707.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24705.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24700.00 @ 24700.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24701.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24700.00 @ 24697.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24694.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24700.00 @ 24690.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24691.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24700.00 @ 24704.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24702.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24750.00 @ 24742.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24744.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24744.50 @ 24737.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24738.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24744.50 @ 24737.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24738.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24750.00 @ 24747.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24744.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24750.00 @ 24748.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24746.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24780.00 @ 24780.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24781.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24791.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24792.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24813.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24814.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24822.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24819.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24818.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24819.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24865.00 @ 24856.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24857.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24865.00 @ 24872.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24874.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24825.00 @ 24836.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24838.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24850.00 @ 24847.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24845.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24825.00 @ 24836.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24837.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24826.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24827.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24865.00 @ 24854.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24856.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24850.00 @ 24843.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24844.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24865.00 @ 24855.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24852.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24865.00 @ 24862.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24860.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24865.00 @ 24865.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24863.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24865.00 @ 24859.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24856.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24825.00 @ 24836.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24834.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24850.00 @ 24842.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24840.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24805.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24802.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24780.00 @ 24787.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24788.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24780.00 @ 24777.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24779.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24813.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24810.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24804.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24805.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24814.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24815.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24826.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24823.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24793.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24794.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24780.00 @ 24787.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24784.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24780.00 @ 24781.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24779.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24756.00 @ 24764.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24761.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24794.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24792.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24780.00 @ 24781.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24779.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24750.00 @ 24760.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24758.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24750.00 @ 24760.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24762.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24750.00 @ 24760.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24761.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24756.00 @ 24766.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24768.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24780.00 @ 24783.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24784.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24780.00 @ 24782.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24783.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24780.00 @ 24787.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24788.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24756.00 @ 24766.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24767.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24756.00 @ 24763.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24764.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24780.00 @ 24783.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24784.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24787.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24789.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24788.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24785.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24788.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24790.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24800.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24801.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24800.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24797.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24798.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24795.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24780.00 @ 24787.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24788.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24793.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24790.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24780.00 @ 24775.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24777.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24780.00 @ 24774.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24775.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24780.00 @ 24771.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24772.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24750.00 @ 24758.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24755.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24750.00 @ 24762.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24763.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24780.00 @ 24782.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24783.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24808.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24809.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24797.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24798.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24805.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24802.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24809.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24810.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24810.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24811.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24811.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24812.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24815.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24817.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24814.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24815.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24814.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24812.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24756.00 @ 24766.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24764.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24750.00 @ 24761.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24763.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24756.00 @ 24764.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24762.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24756.00 @ 24766.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24767.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24780.00 @ 24773.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24770.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24780.00 @ 24775.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24776.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24793.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24795.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24797.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24798.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24825.00 @ 24833.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24831.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24830.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24828.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24823.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24820.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24809.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24810.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24810.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24811.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24800.00 @ 24810.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24811.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24780.00 @ 24781.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24782.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24780.00 @ 24780.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24782.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24780.00 @ 24769.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24770.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24744.50 @ 24735.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24732.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24750.00 @ 24742.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24740.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24678.50 @ 24684.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24685.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24678.50 @ 24680.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24681.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24678.50 @ 24669.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24671.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24678.50 @ 24675.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24676.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24678.50 @ 24678.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24679.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24700.00 @ 24691.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24688.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24678.50 @ 24682.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24683.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24678.50 @ 24677.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24678.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24678.50 @ 24677.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24675.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24678.50 @ 24675.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24672.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24678.50 @ 24670.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24671.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24660.00 @ 24664.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24666.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24650.00 @ 24655.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24656.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24660.00 @ 24664.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24665.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24660.00 @ 24664.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24661.75 | P&L: $+20.00

  Bars: 58354 | Signals checked: 10112
  Regime distribution:
    trending_up  :     0 bars (0.0%)
    trending_down:     0 bars (0.0%)
    choppy       : 58354 bars (100.0%)

============================================================
ADAPTIVE BACKTEST PERFORMANCE REPORT
============================================================

Total Trades: 881
Winners: 338 (38.4%)
Losers: 543
Net P&L: $1,330.00
Return: 2.66%

------------------------------------------------------------
BY REGIME
------------------------------------------------------------

CHOPPY       : 881 trades | WR: 38.4% | P&L: $+1,330.00

------------------------------------------------------------
BY DIRECTION
------------------------------------------------------------
LONG: 166 trades | Win Rate: 30.1% | P&L: $-160.00
